구분,질문,답변
전세,등기부를 확인해보니 작년에 경매로 되있었고 새입자들이 강제로 방을 빼야한다며 물어보니그집을 2년에 5%씩 올릴수있는데 다른사람이 매매해서전세값이 올라 전세입자분들이 강제로방을빼야한다고 했습니다그리고 부천에있는 부동산에서 안산까지 거래하셨던것도 이상했습니다동시진행을 한다며승계확인서를 쓴다고 주민번호를 물어봤습니다 카뱅으로 한다고했는데이집을 전세계약해도 되는걸까요?,세입자대체한후보증금반환해주면됩니다전세를연장할시동일조건이라면계약서작성하지않아도되고정작성하고싶다면대필료만부담하시면되구요
전세,안녕하세요 오피스텔 2년 전세를 내줬는데 세입자가 계약만료 2달전에 연락이와서 1년 연장을 희망하여 그렇게 하라구 이야기를하고   전세금 5% 인상  이야기를하니 생각을좀 해보구 이야기해준다고 말을해서 기다렸습니다 이후에 할거처럼 이야기가 되어서 계약했던 부동산이랑 말을 마쳐놓고 기다리고있었는데 계약기간 만료가되었는데 이제와서 연장을 안한다고 이야기를하네요제가 목돈이 묶여있어서 전세금을 다음 세입자를 구해서 내줘야하는데 이런경우에는 다음 세입자 구할떄까지 기다리게할수있는건가요? 추가로 궁금한사항 전세금 바로  못줄경우에 경매로 넘어가는건지 전세 연장하게될경우 계약서를 써야하며 복비를 지급해야하는지,만기전에나가시는건계약위반이므로집주인한테그만큼의보상을해주셔야한다고생각합니다부동산계약서에도년을채운다고하셨는데급한사정때문에나가시는건계약위반이니까요예를들어서남은계약기간이개월남았으면개월만큼의월세를준다던가하셔야할거같아요
전세,올초 전세기간 1년 후 전세금리 변동으로 100만원 되는 이자를 내다보니 금액의 부담이 너무 커 1월 중순쯤 집주인에게 월세 전환이나 전세를 내달라고 말씀을 드렸습니다 (만기 24년 2월)현시점까지 보러오는 사람도없고 저희도 사는게 바쁘다보니 잊고지낸게 잘못이지요 매물을 보러왔고 계약의사를 밝히시고 저희랑 날짜를 조율하면 되는 상황이라 말해주셨고거기서 원하는날짜와 저희가 가능한날이 도무지 맞춰지지 않아 거래불발로 부동산과얘기하고 만기계약 그대로 저희가 살고 정리하는걸로 얘기가 끝났는데집주인이 거기날짜에 맞춰 나가랍니다저희가 내달라햇고 취소얘길햇어야지 왜실없는 사람 만드냐며 역정을냅니다 그래서 예사장님 저희가 인지하지못하고 산거인정하나 저희도 급할때는 2.3개월안에 정리가되는거였지 그때는 보러오는 사람이 없어서 놓쳤다고 근데 계약상 아직 기간이있고 이래저래 안맞아지니 그냥 원래대로 살고가겠다하니 추후 금전적인문제 그 집보러 온 다음세입자와의 문제부분을 저희에게 책임을 묻겟답니다어떤문젠진 모르겠으나 부동산입장은 정상계약 만기 후 집을내놓을때 사람이 안구해질까바 저러는거같다고 하시네요여기서 미리 취소얘길 못한 저희잘못 인정하오나 저희도 급한불끄고나니 시간도 7개월이나 흘렀고 반년남았네 하고 살기바빴습니다.. 진짜로 구두로 한 전세얘기도 만기전에 내뱉은대로 저희가 나가야하는게 맞는지 계약서대로 살고나가도 문제가없는지..책임을 져야하는 부분이 정말 있는지가 궁금합니다.​늦은시간 장문의 글 죄송합니다 뭐라도 좋으니 답변부탁드립니다,안녕하세요서울지방변호사회네이버지식상담변호사엄정숙입니다대한변호사협회에부동산민사전문분야로공식등록제호제호되어있는부동산전문변호사민사전문변호사입니다대항력은질문자님이작성해주신내용과같이전입신고점유를시작한나중일의기준으로다음날로부터대항력이발생됩니다예를들어까지계약을하고잔금일은로한경우잔금일에전입시고와점유확정일자까지받으면대항력우선변제권은부터효력이발생됩니다만일임대인이은행에대출을받고당일근저당권설정등기를마치는경우임차인은은행보다순위가후순위가되어전세금보호를받지못하게되는것입니다특약사항에기재하신부분은당사자사이에효력은있겠으나은행보다후순위가된다는점에서유의하셔야할것으로보입니다
전세,"아파트 전세 계약을 하였는데 확인하니 전입신고 다음날부터 대항력이 생겨 잔입신고 당일 임대인이 대출을 받으면 문제가 된다고 하네요그래서 특약사항을 보니 ""임대인은 잔금시까지 물건에 대해 담보제공이나 기타 채무를 부담하는 행위를 하지 않기로 한다""고 명시를 해놓았는데 만약 임대인이 잔금 전에 대출을 신청한다면 ""기타 채무를 부담하는 행위""를 하는 것이 되어 특약사항 위반으로 판단되는데 맞는 판단인지요",네그렇습니다신탁등기가되어있는상태에서임대차계약을체결하는경우신탁자의동의를받고그대로진행한다면법에따라유효한계약으로성립되는만큼걱정을않으셔도될것으로보입니다
전세,신탁 등기된 부동산 전세계약을 하려고 합니다.  신탁사와 우선수익자의 동의 있는 상태로 전세계약 체결하면위탁자에게 보증금을 보내도 문제 없는건가요?,매매가억매매가억건물주대출세입자보증금건물매매가산수좀해라정신차리고존재하지않는이미지입니다존재하지않는이미지입니다건물시세억억놓구요선순위대출억원근저당억원빼면억남아요건물월세는소액임차보증금반전세전세보증금다더해서상가보증금까지다더해서억넘지않으면안전합니다내보증금포함임건물시세확인근저당은행감정가월세만원당억정도추정건물월세는소액임차보증금반전세전세보증금전세권설정전입세대열람내역조회위에개구해서위계산산수다시해보세요경매낙찰률예상입니다주의사항은건물에월세있으면보증금아니고지역별우선변제금으로방마다계산하셔야합니당산수끝존재하지않는이미지입니다존재하지않는이미지입니다월세최우선변제금사기월세가더위험하다바보세입자들아월세최우선변제금사기산수를하자월세나반전세들어가는청년들이특히잘당하는사기이다지역별최우선변제금만믿고계약을무턱대로한다원룸다가구건물억건물에건물주가대출을억을이미받았다방개우선변제금만원지역이라면총억이다더하면억이고억역전세사기가된다건물주는건물을억짜리를공짜로사고억을번다채사고억채사고억이공짜로생긴다채건물은고의경매파산제발최우선변제금을맹신하지말고건물주의대출세입자보증금을더해서건물시세이하인지확인을해야한다아파트오피스텔억집집주인대출만원받았다우선변제금만원안전하다고전세들어가면억만원깡통전세집주인만원사기가된다채만원채억채억캐나다영주권사서집채모조리경매로버리고먹튀가능채억바마하계좌비트코인세탁후잠적채모조리고의경매파산우선변제금을맹신하지말기바랍니다집주인의대출금과우선변제금을더해건물매매가이하로산수를꼭하시기바랍니다출처년월출간예정바보아저씨의부동산이야기원고월세최우선변제금사기월세가더위험하다바보세입자들아존재하지않는이미지입니다존재하지않는이미지입니다전세보증보험공시가내렸는데공시가율하면무조건역전세무갭투자야매매가전세가율역전세존재하지않는이미지입니다존재하지않는이미지입니다존재하지않는이미지입니다존재하지않는이미지입니다지금집값폭락해서공시가매매가상태야너보증보험가입하면무조건사기당해정신차리세요매매억공시억전세억전세보증보험가능만원역전세사기바뀐집주인서울역노숙자압류체납잠적연락두절고의경매파산집주인대출없네요전세보증보험들었네요순위전세권설정이네요확정일자전입신고그런데전세사기당하는쓰레기국가전세보증보험을들면전세사기를무조건당한다조선일보공식기사전세보증보험을들면전세사기를무조건당한다쓰레기헬조선지금집값폭락해서공시가매매가상태야너보증보험가입하면무조건사기당해정신차리세요존재하지않는이미지입니다전세금억안전하려면융자없이매매가억이상나와야집경매낙찰로망해도안전합니다전세금억안전하려면융자없이매매가억이상나와야집경매낙찰로망해도안전합니다깡통전세조심하시구요전세사기중개사통수예방법계약자집주인집주인통화등기부등본소유권자예금주이름확인이체직전까지가보기계약금잔금모조리소유권자예금주로이체중개사한테절대이체금지잔금주기전등기부등본을구근저당확인후잔금계약서확정일자전입신고철저집값집주인융자내보증금더해서집값넘기지말기존재하지않는이미지입니다바보아저씨의경제이야기대한민국만연한미친갭투기의실제와방법폭로집억내돈전세이돈은집판사람한테있습니다내돈전세내돈전세이런데들어가는전세입자많아요세입자줄만원만원전세금집주인들없어요뒤에세입자돈들어와야님주죠이게갭투기기본인데요억되면내돈만원배수익내돈만원배수익내돈만원배수익만원되면내돈원망하고집경매로그냥넘기면됨끝전세금없으면당연히없죠뒤에세입자돈받아서주겠다배째라하면됨고민끝존재하지않는이미지입니다존재하지않는이미지입니다매매억공시억전세억전세보증보험가능만원역전세사기압류체납잠적연락두절고의경매파산건물건물억공시억전세억전세보증보험가능만원역전세사기바뀐집주인서울역노숙자압류체납잠적연락두절고의경매파산원희룡깡통전세사기꾼전세보증보험공시가내렸는데공시가율하면무조건역전세무갭투자야매매가전세가율역전세그걸대책이라고내놓은게무갭투기사기꾼원희룡국토부고위공무원비서출신이쓴폭로글정부가무갭투기사기꾼원글폭로글집주인대출없네요전세보증보험들었네요순위전세권설정이네요확정일자전입신고그런데전세사기당하는쓰레기국가헬조선불지옥전세사기국가대한민국전세근저당계산방법전세사기당하지않는방법국가가조장한갭투기전세보증보험원갭투기를조장하는최악의제도전세대출과보증보험의관계전세보증보험컨설팅전세사기그실체를고발합니다전세보증보험컨설팅이자지원사기의실체폭로강서구채사기국토부가주범국토부공시가상승대한민국모든전세금대폭등전세보증보험때문에대폭등전세이자지원사기를조장한국토부도둑형제들대한민국집값은왜떨어질수없는가국토부컨설턴트출신의대폭로글매매계약중인집에매매가전세가동일한테전세대출로입주하는들때문에매매가전세가비슷한데전세입주하는멍청이들때문에루나코인역전세사기폰지사기역전세사기합법적으로치세요국토부매매억공시억전세억전세보증보험가능만원역전세사기압류체납잠적연락두절고의경매파산전세보증보험을들면전세사기를무조건당한다조선일보공식기사전세보증보험을들면전세사기를무조건당한다쓰레기헬조선집주인대출없네요전세보증보험들었네요순위전세권설정이네요확정일자전입신고그런데전세사기당하는쓰레기국가전세보증보험사기주범국토부대검찰청에고발고발사건배당은행안심전세대출전세사기방법공시가역전세사기존재하지않는이미지입니다존재하지않는이미지입니다존재하지않는이미지입니다대그룹대기업근무대은행시중은행근무국토해양부국토연구원파견근무위산수하고안전하면특약하고등기부등본건축물대장들고은행가서한도심사ㄱㄱ존재하지않는이미지입니다서울시신혼부부전세대출국민신한하나신혼부부전세대출우리은행국민은행기업은행농협은행신한은행중기청우리은행국민은행기업은행농협은행신한은행버팀목우리은행국민은행기업은행농협은행신한은행청년카케뱅우리은행국민은행기업은행농협은행신한은행계약금반환특약계약은행가서한도확인이후에본계약집구경특약계약전세대출한도확인은행또는기금든든사이트계약대출잔금이사들어가기물리적으로국토부무주택조회일재직확인리파인등등다해도일안걸림대출실행할수있습니다시간충분해요진짜급하면일전에나올수도있음은행원재량임그런데대충여유잡고보통주말하는거끝전세대출한도승인전계약부터할경우특약방법집놓칠까봐정급하면전세대출불가시계약금반환특약거시구요그런데집융자많아서전세대출거절도있지만본인신용등급문제로거절나는경우도있어요계약금잘못하면날립니다조심하세요잘안해주는실제이유는년내에목적물변경불가상대적으로높은보증료만기시에연장및목적물변경가능하지만모든게하루안에이루어져야하는점에서실무적으로어려움이있다전세대출순서압축집구경특약은행가서한도본계약이사전세대출내돈이체끝은행ㄱㄱㄱㄱ계악금내기은행대출집주인이체내돈귀찮으면만대출해주는은행원도있음계약금내기은행대출집주인이체내돈집주인이체계약금내기은행대출집주인이체내돈집주인이체존재하지않는이미지입니다전세대출방법대한민국최초글교주의바이블월세노예해방을선언하노라중소기업전세버팀목전세대출청년맞춤형전세대출신혼부부전세대출이사가면결혼하면연봉한도퇴사하면이직하면신용등급낮으면등등년중소기업버팀목신혼부부전세대출연봉별최대한도월세노예국가대한민국의현실폭로존재하지않는이미지입니다대그룹대기업근무대은행시중은행근무국토해양부국토연구원파견근무
전세,계약시 근저당이 4억일때전세계약후 확정일자 받은후에 건물주가 추가 3억 대출하고경매에 붙여졌을때세입자는 확정일자 후에 3억보다먼저 보호 받을수 있나요?전세금을 다 돌려받을수 있나요?,안녕하세요우선해당부동산의실거래가격과등기부등본상의선순위권리를확인하셔야합니다선순위권리임차보증금이통상적으로실거래가격의가넘는다면보증금회수가일부또는전부가문제생길수있습니다확인이필요합니다추가로궁금하신사항은질문주세요
전세,"얼마전 새로 입주하게 될 주택의 전세 계약을 진행했습니다. 현재 계약금만 일부 송금을 한 상태이고 잔금일은 아직 한달정도 남았습니다.집와서 계약서 계약사항을 꼼꼼히 읽어보다가 조금 꺼림칙한 조항들이 있는 것 같아서 질문 남깁니다.Q1) 아래 세부 확인사항에 임대인이 개인공인중개사의 관련 서류(목적물현황조사서, 임차현황조사서, 전입세대열람내역서) 제출 요구에 불응 하였다고 쓰여있는데 혹시 보통 저런 경우, 어떤 이유 때문에 제출에 불응하는지?Q2) 임차인은 위 부동산에 존재하는 선순위 권리로 인하여 경매 등이 실행될 경우 임차보증금의 전부 또는 일부를 반환받지 못할 수도 있음을 확인한다. <---- 부가적으로 어떤 방법을 통하여 후에 혹시 모를 사태를 대비할 수 있을지? 전세자금보증보험을 들면 괜찮을까요? 잔금날에 잔금 입금하면 순위가 자동 상승하는 것인지?부동산 관련 지식이 부족하고, 전세계약이 처음이라 불안한 것이 너무 많습니다. 이 외에도 혹시 모를 나중의 불미스러운 사태에 대비하여 제가 미리 대비할 수 있는 방법들 이나 조언들을 이해하기 쉽게 알려주세요.",년전세계약의전세금일부를임차인개인사정으로인해월중순에지불해도신규임차인과임대인의계약에서발생하는임대인부담의중개수수료는계약의당사자인임대인이지불해야합니다또한임차인개인사정으로인한전세금일부를임대인이먼저줘야할의무는없으며임차인이다른주택을임차하기위한계약금으로사용하기위한경우임대차종료일에대한확약을받고미리지불하는경우도있습니다이상입니다
전세,"21.5.1~23.4.30 2년 전세 계약입니다. 임차인 개인사정으로 인해 전세금 일부를 4월 중순에 받고 싶어합니다.추후 부동산비를 임대인도 내야하나요?또한, 임차인 개인사정으로 인한 전세금 일부를 먼저 줘도 상관없는건가요?",년전세계약의전세금일부를임차인개인사정으로인해월중순에지불해도신규임차인과임대인의계약에서발생하는임대인부담의중개수수료는계약의당사자인임대인이지불해야합니다또한임차인개인사정으로인한전세금일부를임대인이먼저줘야할의무는없으며임차인이다른주택을임차하기위한계약금으로사용하기위한경우임대차종료일에대한확약을받고미리지불하는경우도있습니다이상입니다
전세,A집은 매매를 하면서 전세를 줬습니다B집은 이번에 건축했는데 준공서류? 받는데 한달이 걸립니다A에서 B로 짐은 옮겼는데전입신고를 할곳이 없어서A집에 전세로 오는 사람에게 전입신고를 한달뒤에 하면 안되겠냐안된다면 동거인으로 내가 들어가는건 안되겠냐물어봤습니다여기서 저는 전세로 가는 사람입니다저는 기금e든든 신혼부부대출로 전세를 얻었습니다집주인과 처음부터 트러블을 만들고싶지도 않고그렇다고 손해가 되는게 조금이라도 있다면 계약내용은 아니니거절하고싶습니다 어떤방법이 있을까요...당장 내일입니다...,은행에서알면즉시상환요청들어옵니다년만기라면은행에서연락올거에요
전세,부동산 전세를 2억7천5백에 계약을 2년전에하여 이번에 시세가 1억8~9천대로 낮춰진걸보고 집주인과 1억9천5백으로 재계약하였습니다.여기서 8천만원을 계약만기시 돌려받기로했는데은행에 대출이 1억5천이 넘게있는 상황입니다.근데 재계약 후 확정일자받고 은행 전세자금대출 금리가 저렴하여 1년정도 잠시쓰고계약 만기시 갚으려 하는데 문제없나요??,안녕하세요서울지방변호사회네이버지식상담변호사김광석청소비용및전자레인지렌트비용등을임대인에게청구할수있습니다
전세,"제가 원룸 전세로 입주 했는데 부동산에서 입주날까지 청소도 안해놨고 해서 우리가와서 청소하고입주했더니 청소비 빼준다고 했습니다 그래서 다시전화해서 청소비어쩌실거냐했더니 본인한테 안줘도 된다는말을했습니다 이런말이 어딧는지 계약서에 써있다는겁니다. 아무리봐도 계약서 조항에도 없는데, 풀옵션이라고 들어왔는데 전자렌지도 없어지고 갔다준다더니 짜증만내고 소식도없는것이였습니다 제가 전화를계속하니 건물주랑 얘기하라며 이게 말이됩니까? 관리인들도 부르면 짜증만내고 도무지 여기가 맘에안드는데 어쩌면 좋을까요?",님이말하는거모두맞습니다
전세,[],님이말하는거모두맞습니다
전세,"부모님이 전세 계약을 하려고 하시는데부동산에서 보낸 안내문에 아래와 같은 문구가 있어요‘현재 근저당 2건의 잔금과 동시에 전액 상환말소하고 임차인이 1순위가 되도록 해준다’혹시 이런 상황(전셋집이 근저당 잡힌 물건인 상황)에서전세금을 납입한 후 임대인이 계약을 위반하고 해당 집으로 다시 근저당을 잡게 된다면, 계약 위반에 대한 손해는 누구에게 (부동산 혹은 임대인), 어떤 방식으로 청구를 해야하나요? 그리고 계약 위반 상황을 예방하기 위해 어떤 조치들을 취할 수 있을까요? 이렇게 근저당 잡힌 물건을 전세 내놓는 경우가 흔한지, 그리고 계약을 하는 게 맞을지도 의견 부탁드립니다.",신축아파트의경우등기부등본이나오기까지시간이걸릴수있습니다하지만등기소에방문하여등기부등본을발급받을수있습니다등기부등본에는부동산의소유자지분율근저당권등과같은정보가기재되어있습니다공동명의인집주인과전세계약을할때에는계약서작성시두사람모두참석해야합니다계약서에는두사람의인감도날인해야합니다특약으로걸어야할사항은다음과같습니다전세금반환보증임대인의의무위반시손해배상계약해지조건기타특약사항매매가가피가붙어더오른실정이므로전세금을돌려받지못할위험이있습니다따라서계약을체결하기전에신중하게검토해야합니다가계약금은계약이성사되지않으면반환해야합니다따라서가계약금을지급한후계약이성사되지않으면부동산중개사에게가계약금을반환해달라고요구할수있습니다라인프렌즈차량용메쉬방석사계절자동차카시트쿠션통풍등받이태웅나라태웅나라좋은제품좋은가격린넨스트링플라워원피스키작녀디자인깔끔한롱원피스태웅나라태웅나라좋은제품좋은가격
전세,"안녕하세요 월세말고 전세는 처음이고 억 단위의 돈을 빌려 개인에게 맡기는 것도 불안해서 부덩산 전문가분들이 계시다면 도움좀 얻고 싶습니다.현재 집을 보고 가계약을 한 상황입니다집은 신축 아파트로 23년5월31일 부터 집을 볼 수있어서 이번에 집을 보고 전세금도 일부 맞춰주셔서 계약하기로 마음먹었는데 제가 계약에 대해 좀 무지한 상태인데 부동산직원분이 집주인과 통화후 가계약금 200을 입금하라고 해서 200을 입금했습니다. 부동산 직원분이 부동산 공급계약서를 보여줬을때 매수자는 A였지만 제가 입금한 계좌주인은 B였습니다.둘은 공동명의라고 해서 그냥 별생각 없이 입금했는데집에와서 또 전세에 대해 이것저것 알아보니 공동명의로 된집을 빌린다는게 찝찝하고, A와B가 공동명의 인지도 모르겠고, 임대차계약금수령확인서도 작성해야 하는건지도 몰랐고 부동산 중개인이 제 인적사항을 문자로 받고 자기가 작성해서 확인서를 대필해서 사진으로만 보내줬습니다. 지금까지는 진행된 상황이고 질문사항 몇개 올려보겠습니다ㅠㅠㅠ1. 신축(2000세대 이상)아파트이고 등기부등본이 나올려면 조금 오래걸린다 들었습니다. 그럼 A와B가 공동명의인지 , 두사람의 지분이 얼마인지 알 방법은 없는건가요?(부동산 직원 말로는 두사람은 부부라 함.)2. 공동명의인 집주인과 전세계약을 할때 계약서 작성시 두사람 다 와야하는지, 와서는 무엇을 특약으로 걸어야 하는지 , 주의사항 등은 무엇이 있을까요?3. 전세금 2억2천 이고 공급계약서 보니 매매금액은 3.6억 이였습니다. 지금은 매매가가 피가 붙어 더 오른 실정이고 부동산 직원 말로는 근저당,융자? 등은 없다고 하였는데 안심해도 될 매물일까요??4. 현재 너무 무지한 상태로 가계약금을 지급했는데 단순히 반환해달라 했을때 반환해줄 의무가 있을까요? 임대차계약금확인서를 부동산 직원이 작성했는데 ㅠㅠ 저는 그냥 그자리에서 입금 빨리해주는게 좋다고 해서 무작정 입금한 죄는 있습니다...조언 및 답변 해주시면 감사하겠습니다 :)",전세임대는임대인동의가필수인데잘해주지않아요보통계약금걸고법무사측에서권리분석하는데시간이제법걸리기도하고
전세,"부동산 전세 알아보다가 보통 집 정보 올라오고 집 소개 할 때버팀목 대출, 중기청 대출 가능.. 이런 글들이 자주 보이더라구요그런데 LH대출 불가능. 이렇게 보이는데.어제 부동산에 전화해서 LH전세임대 되는지 문의했더니 저희 LH전세대출이 잘 안되서 안하고 있어요 라고 하더라구요제가 알기로는 전세대출과 전세임대는 다른데, 부동산이 저의 전세임대 문의를 전세대출로 잘못 알아듣고 그렇게 말했나 싶기도 하다가, 뭔가 전세임대 권리분석 조건이 전세대출이랑 비슷해서 동일 의미로 말한건가? 이런 생각도 들구요부동산 쪽은 잘 모르고 있다가 LH전세임대 되서 알아보고 있는데 헷갈리네요둘다 부동산에서는 비슷하게 받아들이는 건가요? 조언 부탁드립니다",네이버엑스퍼트부동산달인입니다고객님질문내용은잘읽어보았습니다이대로기다려도괜찮을까요답변기다리시는것은비추입니다전세금을돌려받을수있는방법이혹은보장받을수있는방법이있을까요답변근생은보증보험기관사어떤곳에서도전세보증보험이가입되지않습니다신탁부동산전세계약관련말씀드릴사항이많습니다고객님더정확한상담받기를원하시면네이버ㅡ엑스퍼트ㅡ구매신청하기유료ㅡ금융재테크ㅡ부동산달인신청하시면전화상담으로도와드리겠습니다에서지식앱설치하시면저렁통화하실수있고설치는어렵지않습니다부동산지식의부동산달인프로필
전세,"올 5월에 신탁부동산 전세 계약을 하셨습니다.계약당시 부동산을 통해 했고 부동산 주인도 계약 당일 신탁물건을 확인 했다고 합니다.계약서에 신탁 말소를 조건으로 한다고 쓰고 계약을 했는데임대인이 최종계약 당일 말소시기를 늦춰달라 해서 전세금의 80프로만 먼저 주고 나머진 말소시점에 주기로 했습니다.그런데 그 시기에 임대인이 와서 기간을 올해 말까지 늦춰달라고 해서 이건 인정 못한다.계약 위반이니 집을 빼겠다고 해더니 알았다고 부동산에 전세를 내놓겠다고 했습니다. 그래서 이거론 부족하니 안전장치를 해달라고 요구했고 그러자 부동산 에서도 알았다고 하며 집주인과 얘기해서 일단 집을 팔기로 하고 기다리고 있는 상태입니다.그 과정에서 알게 된 사실은 이 집이 근린 2종이라는 겁니다.1. 이대로 기다려도 괜찮을까요?2. 전세금을 돌려받을 수 있는 방법이, 혹은 보장받을 수 있는 방법이 있을까요?",전세임대는임대인동의가필수인데잘해주지않아요보통계약금걸고법무사측에서권리분석하는데시간이제법걸리기도하고
전세,"부동산 전세 알아보다가 보통 집 정보 올라오고 집 소개 할 때버팀목 대출, 중기청 대출 가능.. 이런 글들이 자주 보이더라구요그런데 LH대출 불가능. 이렇게 보이는데.어제 부동산에 전화해서 LH전세임대 되는지 문의했더니 저희 LH전세대출이 잘 안되서 안하고 있어요 라고 하더라구요제가 알기로는 전세대출과 전세임대는 다른데, 부동산이 저의 전세임대 문의를 전세대출로 잘못 알아듣고 그렇게 말했나 싶기도 하다가, 뭔가 전세임대 권리분석 조건이 전세대출이랑 비슷해서 동일 의미로 말한건가? 이런 생각도 들구요부동산 쪽은 잘 모르고 있다가 LH전세임대 되서 알아보고 있는데 헷갈리네요둘다 부동산에서는 비슷하게 받아들이는 건가요? 조언 부탁드립니다",전세게약서쌍방합의작성확정받으시고비과세아니면양도세신고거주지세무서에합니다전입신고안합니다보퉁직거래이면쌍방합의법무사불러서중개비없이거래신고조건으로매매로소유권이전을하는데법무사도디기고마워합니다
전세,중개서 없이 매수자와 직거래를 하려고 진행 중 입니다.제가 3억에 집을 매도하고 2억7천만원에 전세로 살기로 했습니다.오늘 계약할 때 사용할 계약서 입니다.1. 계약서상 문제가 있을 부분이 있나요? 특히 특약에 저 부분이 있으면 전세계약서를 또 쓸필요없나요?2. 계약금 3천만원을 받은 후 양도세 및 부동산거래계약신고를 하면 되는건가요?3. 현재 전입하여 살고 있는 집을 매매 하는 부분인데 전입신고를 다시 하여야 하나요?4. 이전등기는 매수자가 하는 부분이니 신경안써도 되는건가요?,부동산전세계약서작성주전에전세계약하고이사를했는데요집주인이명의를아들명의로바꾸고싶다고전세계약서를다시작성하자는데부동산없이그냥작성하자고합니다근데저희는불안해서부동산통해서계약을하고싶은데부동산에서작성하면수수료나간다고그럼자기들은그수수료내줄생각이없다이러는데이경우저희사정으로계약서를다시작성하는게아니라집주인이명의변경을해서계약서를작성하는건데이걸저희가수수료를내는게맞나요그리고집주인이요구하면부동산안끼고계약서를꼭새로작성해줘야하나요명확하게는임차인이동의해야가능한부분이니필요한임대인이비용부담하는게맞는데임대인이거부하면임차인도계약서변경거부하는방법뿐이겠죠
전세,2주전에 전세계약하고 이사를 했는데요 집주인이 명의를 아들 명의로 바꾸고 싶다고전세 계약서를 다시 작성하자는데부동산 없이 그냥 작성하자고 합니다.근데 저희는 불안해서 부동산 통해서 계약을 하고싶은데부동산에서 작성하면 수수료 나간다고 그럼 자기들은 그 수수료 내줄 생각이 없다 이러는데이 경우 저희 사정으로 계약서를 다시 작성하는 게 아니라집주인이 명의 변경을 해서 계약서를 작성하는 건데 이걸 저희가 수수료를 내는 게 맞나요? 그리고 집주인이 요구하면 부동산 안 끼고 계약서를 꼭 새로 작성해줘야 하나요?,매매계약자요임대인을말씀하시는건지임대인분과협의하기나름입니다다만이에수긍해주는임대인이현실적으로극히드문게사실입니다
전세,"안녕하세요. 아파트 대출 90프로, 제 돈 10프로로 전세로 살고있는데요. 전 직장에서 그만 두고 일을 아직 구하지 못해서 전세이자랑 카드대금을 1달 못낼 상황인데 매매 계약자한테 제 돈 10프로 중에 일부를 받고 갚아드려도 되나요?",은행에서재계약은부동산에서쓴계약서아니라도괜찮다해서집주인이랑직접계약서년으로쓰려고하는데요괜찮을까요그러지요통상최초의년계약서만중개업소에서쓰면되는것이고갱신재계약을할때는두분이계약서사다가써도되는것이지요
전세,집주인이 구매한 가격은 1.2억저는 전세가 1억에 살고있구요2년전에 부동산에서 계약한걸 이번에 재계약합니다현재 등기부 등본에는 대출은 없다고 뜨구요전세금 1억 중에 7천은 은행대출입니다은행에서 재계약은 부동산에서 쓴 계약서 아니라도 괜찮다해서 집주인이랑 직접 계약서 2년으로 쓰려고 하는데요 괜찮을까요?자세한 설명부탁드립니다,전세기간만료되어전세금반환시세입자가아닌대출은행에반환하셔야합니다이것만지키신다면크게문제될것은없습니다
전세,몇일전에 부동산 전세계약을 했습니다.저는 임대인입니다.저는 제가 살고 있는 아파트를 전세를 내놓았습니다.들어올 세입자가 있다고 해서 전세계약을 하게되었습니다.그런데 계약서 쓰고 계약금을 받는날특약에 '임대인이 전세자금대출과 전세보증금 반환 보증보험에 협조 및 동의 한다'라고 기재가 되었있더라구요.들어올 사람이 전세자금대출을 받는 것을 계약날 알게되었습니다. 처음으로 임대인이 되는거라 전세자금대출 받는건 저(임대인) 아무 상관없는거라고 생각해서 그냥 넘어갔는데 나중에 알고보니 질권설정 어려가지 임대인이 주의할께 보이더라고요.아니 중개인이 미리 사전에 들어올 사람이 전세자금대출 받는것을 저한테 설명하고 계약날 특약으로 넣어야하지 않나요? 원래 중개사들은 이런가요? 전세대출 받을거면 미리 저한테 사전에 말해서 계약할지 안할지 결정해야 하는것은 아닌지요.계약하는 당일날 특약으로 임대인은 전세자금대출에 협조 및 동의한다라고 넣고 중개사가 계약서에 이의 없으시죠 라고 끝남...당일날 전세자금대출제도가 뭔지 몰라 뭣모르고 동의했는데 나중에 인터넷 검색하니 질권설정 및 채권양도라 심히 부담됩니다. 제가 직접 은행에 보증금을 반환하는 문제 또는 나중에 매도할려고할때 매수인의 심적 부담 등등,일반전세대출로전세살고있고예약일은월일유예기간한달합쳐월일이전세만료일입니다근데갑자기에서전세임대선정이되었다고연락이왔어요들어보니전세대출계약을끝내려면만료일자두달전에임대인에게이야기를해야한다고하는데오늘날짜는월일로두달전이안되네요이럴경우임대인이계약완료를거부할수있나요돈없다못뺀다연장해라이런느낌으로요년월이전계약서를작성하였다면만기전개월까지재계약여부를통보할수있습니다아직임대인분께연락전인데문자로먼저제의사를보내야하는건지도궁금하네요중요한사항이니전화로하시는게좋을것같습니다문자도안될것은없지만요전세임대를구하는순서도궁금해료임대인분께계약해지를말씀드린후부동산에연락해집을알아보고알아본집의잔금일일주일전에기존전세대출을다상환해야하는건가요임대인분께계약해지를말씀드리고요새로이알아보는집이예상하기로는기존주택의전세만기이후일듯합니다임대인과전세대출은행에사정을이야기하여일단연장처리하세요새로운집에이사가는날기존주택의전세보증금을받으며전세대출도상환하시면됩니다법으로야지금통보하는것이상관이없지만분명만기가얼마남지않아급한것은사실입니다임대인분쪽에여유있게준비할테니잘협조부탁한다고그래서좋은관계속에서임대차계약을종료할것을권유드립니다
